,Country Code,Category,Name,Avg Price,Currency,Nb of Offers,Rank,Rating,Reviews,Description,scrape_link,date_scraped,Produsenter,Bildestørrelse,Oppløsning,Skjermteknologi,HDR,Smart TV,Lanseringsår,Pris/tommer,Produktnavn,Kategori,"TV-mottaker, digital",Doble mottakere,Støtte for CI/CA-modul,CI+,Type av digitale mottakere,"Analog 3,5mm-inngang",Digital optisk ut (S/PDIF),HDMI,Antall HDMI-innganger,HDCP-versjon,HDMI-versjon,Standarder som støttes,Hodetelefonutgang,Komponent inn (YPbPr/YCbCr),Kompositt inn,USB-kontakt,Innspillingsfunksjon via USB (PVR),USB 2.0,USB 3.1 Gen 1 (5Gbps),USB-kontakt (totalt),VGA inn,Øvrige tilkoblinger,Bevegelsesforbedring (frekvens/indeks),Metode,Bildeforhold,Bildefrekvens,Bildestørrelse (cm),Bildstorlek,Lysstyrke,Oppdateringsfrekvens,Skjermtype,Støttede videoformater,Bildefiler som støttes,Lydfiler som støttes,Lydformat,Videofiler som støttes,Design panel,Tilgjengelige farger,Dybde uten stativ,"Høyde, uten stativ",Mål (BxHxD),Bredde,Dybde,Høyde,Produktvekt,Vekt uten stativ,Funksjoner,Internettjenester/apper som støttes,Operativsystem,Ethernet-tilkobling,Trådløst nettverk (Wi-Fi),Trådløs nettverksstandard (IEEE 802.11),3D-støtte (3D-Ready),DLNA,Full HD (HD ready 1080p),4K120,Ultra HD-sertifisert (UHD/4K),Type av HDR,Streaming-standard,VESA-feste,Type VESA-feste,Integrerte høyttalere,Prosessorhastighet,Energiforbruk i HDR-modus (per 1000 t),Energiforbruk i SDR-modus (per 1000 t),Energiklasse (A-G),Energiklasse (HDR),Strømforbruk operativ (min-maks),Strømforbruk standby/hvilemodus,Tilkobling for 9V/12V/14V,Bakgrunnsbelysning,Diodeplassering,Teknologier,Paneltype,Brilleteknologi,Medfølgende briller
111,NO,TV,"LG OLED83C2 83"" 4K Ultra HD (3840x2160) OLED Smart TV",60282.67,NOK,6.0,Rangering 116,,(1),"Den billigste prisen for LG OLED83C2 83"" 4K Ultra HD (3840x2160) OLED Smart TV akkurat nå er 54 990 ,-.   Prisjakt sammenligner priser og tilbud fra 6 butikker. ",https://www.prisjakt.no/product.php?p=6003058,23/08/2022 09:10:55,LG,83 Tommer,4K Ultra HD (3840x2160),OLED,Ja,Ja,2022,662.53 kr/tomme,"LG OLED83C2 83"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,Nei,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,4 stk,2.2,2.1,eARC,,0 stk,0 stk,Ja,Nei,,,,Nei,,Ja,LG OLED Motion Pro,16:9,"24p, 60p, 50p, 120p",,83 Tommer,,120 Hz,OLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,"Dolby Digital 5.1, Dolby Digital Plus, Dolby Atmos",AV1,Flat,Sort,,,,,,,,,"Bluetooth, Talestyring, Time-Shift, Støtter NFC, Mobilapp for styring av funksjoner, Støtte for HbbTV, Synkroniseringsmetode, Støtte for HomeKit, ALLM, Variable Refresh Rate (VRR)","YouTube, Spotify, Nettleser, Netflix, Viaplay, SVT Play, TV4 Play, SF Anytime, Amazon Prime Video, Apple TV+",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nei,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG","Miracast, AirPlay 2",Ja,400x400mm,Flerkanal,,,,,,,,Nei,,,,,,
112,NO,TV,"TCL 75P615 75"" 4K Ultra HD (3840x2160) LCD Smart TV",10490.00,NOK,2.0,Rangering 114,3.8,(1 anmeldelse),"Den billigste prisen for TCL 75P615 75"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 9 990 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=5519244,23/08/2022 09:10:57,TCL,75 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,133.2 kr/tomme,"TCL 75P615 75"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nei,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,3 stk,,,,,,,Ja,,,,2 stk,,,,,,,189 cm,75 Tommer,340 cd/m²,50 Hz,LED,2160p (4K Ultra HD),,,,,,Sort,85 mm,,,1435 mm,401 mm,1030 mm,26.7 kg,26.1 kg,"Bluetooth, Talestyring, Støtte for HbbTV","YouTube, Netflix, SVT Play",Android,,Ja,,,Ja,Ja,,Ja,HDR10+,,Ja,,,,,,,G,158 W,0.29 W,Nei,LED (lysdiode),Bakbelyst (Back),,VA,,
113,NO,TV,"Samsung QLED QE70Q60A 70"" 4K Ultra HD (3840x2160) Smart TV",9990.00,NOK,1.0,Rangering 121,3.8,(1 anmeldelse),"Den billigste prisen for Samsung QLED QE70Q60A 70"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 9 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5868519,23/08/2022 09:11:00,Samsung,70 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,142.71 kr/tomme,"Samsung QLED QE70Q60A 70"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,,,,,,,Ja,3 stk,,2.0b,,,,,Ja,,,,,,,Ja,,16:9,"24p, 30p, 60p, 50p",,70 Tommer,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,Grå,26.6 mm,,,1559.7 mm,26.6 mm,1035 mm,28.1 kg,,Bluetooth,,Tizen OS,Ja,Ja,,,,Ja,,Ja,"HLG, HDR10+",,Ja,,,,189 kWh,114 kWh,F,G,220 W,0.5 W,Nei,LED (lysdiode),,,VA,,
114,NO,TV,"LG 65NANO76 65"" 4K Ultra HD (3840x2160) LCD Smart TV",11601.86,NOK,7.0,Rangering 117,,(1),"Den billigste prisen for LG 65NANO76 65"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 10 988 ,-.   Prisjakt sammenligner priser og tilbud fra 7 butikker. ",https://www.prisjakt.no/product.php?p=6026943,23/08/2022 09:11:04,LG,65 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,169.05 kr/tomme,"LG 65NANO76 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,,,"DVB-T (digitalt bakkenett-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,,,,,,,,,,,,,,,,,,,,,165 cm,65 Tommer,,,NanoCell,2160p (4K Ultra HD),,,,,,Tre,,,,,,,,,,,WebOS,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
115,NO,TV,"LG 50UP7500 50"" 4K Ultra HD (3840x2160) LCD Smart TV",6386.80,NOK,5.0,Rangering 146,1.8,(1 anmeldelse),"Den billigste prisen for LG 50UP7500 50"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 5 410 ,-.   Prisjakt sammenligner priser og tilbud fra 5 butikker. ",https://www.prisjakt.no/product.php?p=5754082,23/08/2022 09:11:06,LG,50 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,108.2 kr/tomme,"LG 50UP7500 50"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,2 stk,,2.0,,Nei,1 stk,,Ja,,1 stk,,1 stk,,,Nei,,16:9,,126 cm,50 Tommer,,60 Hz,LED,2160p (4K Ultra HD),,"MP3, WMA, AAC",,HEVC/H.265,Flat,"Sort, Grå",651 mm,775 mm,,1130 mm,231 mm,722 mm,11.5 kg,11.3 kg,"Bluetooth, Talestyring, Støtte for HomeKit","Nettleser, Netflix",WebOS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",Nei,Ja,Ja,,Ja,"HDR10, HLG",,Ja,200x200mm,2.0 (Stereo),,103 kWh,86 kWh,G,G,86 W,0.5 W,Nei,LED (lysdiode),,,,,
116,NO,TV,"Samsung QLED QE75Q60B 75"" 4K Ultra HD (3840x2160) Smart TV",21486.89,NOK,9.0,Rangering 118,,(1),"Den billigste prisen for Samsung QLED QE75Q60B 75"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 19 490 ,-.   Prisjakt sammenligner priser og tilbud fra 9 butikker. ",https://www.prisjakt.no/product.php?p=6016559,23/08/2022 09:11:09,Samsung,75 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,259.87 kr/tomme,"Samsung QLED QE75Q60B 75"" 4K Ultra HD (3840x2160) Smart TV",TV,,,,,,,,Ja,1 stk,,,,,,,Ja,,,,,,,Ja,Samsung Picture Quality Index (PQI) 800,16:9,"24p, 30p, 60p, 50p",189 cm,75 Tommer,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,Sort,,,,,,,,,,,,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,Quantum dot,,,
117,NO,TV,"LG OLED88Z2 88"" 8K (7680x4320) OLED Smart TV",249990.00,NOK,4.0,Rangering 119,,(1),"Den billigste prisen for LG OLED88Z2 88"" 8K (7680x4320) OLED Smart TV akkurat nå er 249 990 ,-.   Prisjakt sammenligner priser og tilbud fra 4 butikker. ",https://www.prisjakt.no/product.php?p=6003053,23/08/2022 09:11:11,LG,88 Tommer,8K (7680x4320),OLED,Ja,Ja,2022,2840.8 kr/tomme,"LG OLED88Z2 88"" 8K (7680x4320) OLED Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,4 stk,2.2,2.1,eARC,,0 stk,0 stk,Ja,Nei,3 stk,0 stk,3 stk,Nei,,Ja,LG OLED Motion Pro,16:9,"24p, 60p, 50p, 120p",,88 Tommer,,120 Hz,OLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD), 4320p (8K)",,"MP3, WMA, AAC","Dolby Digital 5.1, Dolby Digital Plus, Dolby Atmos",,Flat,Sort,,,,,,,,,"Bluetooth, Talestyring, Time-Shift, Støtter NFC, Mobilapp for styring av funksjoner, Støtte for HbbTV, Synkroniseringsmetode, Støtte for HomeKit, ALLM, Variable Refresh Rate (VRR)","YouTube, Spotify, Nettleser, Netflix, Viaplay, SVT Play, TV4 Play, SF Anytime, Amazon Prime Video, Apple TV+",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5), 802.11ax (Wi-Fi 6)",Nei,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG","Miracast, AirPlay 2",Ja,,Flerkanal,,,,,,,,Nei,,,,,,
118,NO,TV,"Samsung The Serif QE43LS01B 43"" QLED 4K (3840x2160) HDR Smart TV 2022",8991.67,NOK,6.0,Rangering 111,,(1),"Den billigste prisen for Samsung The Serif QE43LS01B 43"" QLED 4K (3840x2160) HDR Smart TV 2022 akkurat nå er 7 990 ,-.   Prisjakt sammenligner priser og tilbud fra 6 butikker. ",https://www.prisjakt.no/product.php?p=6028912,23/08/2022 09:11:14,Samsung,43 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,NO,TV,"Finlux 24FMAF9060 24"" HD Ready (1366x768) LCD Smart TV",3355.40,NOK,5.0,Rangering 115,,(1),"Den billigste prisen for Finlux 24FMAF9060 24"" HD Ready (1366x768) LCD Smart TV akkurat nå er 3 249 ,-.   Prisjakt sammenligner priser og tilbud fra 5 butikker. ",https://www.prisjakt.no/product.php?p=5753114,23/08/2022 09:11:16,Finlux,24 Tommer,,LCD,,Ja,2021,135.38 kr/tomme,"Finlux 24FMAF9060 24"" HD Ready (1366x768) LCD Smart TV",TV,,,,,,,,Ja,3 stk,,,,,,,Ja,Ja,,,,,,,,,,,24 Tommer,,,,"720p, 1080i",,,,,,,,,,,,,,,Bluetooth,SVT Play,Android,,Ja,,,,,,,,,Ja,,,,,,F,,,,12V,LED (lysdiode),,,,,
120,NO,TV,"LG 50NANO76 50"" 4K Ultra HD (3840x2160) LCD Smart TV",8178.71,NOK,7.0,Rangering 123,,(1),"Den billigste prisen for LG 50NANO76 50"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 5 790 ,-.   Prisjakt sammenligner priser og tilbud fra 7 butikker. ",https://www.prisjakt.no/product.php?p=6026950,23/08/2022 09:11:18,LG,50 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,115.8 kr/tomme,"LG 50NANO76 50"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,Ja,3 stk,,,,,,,Ja,,,,,,,,,,,126 cm,50 Tommer,,,NanoCell,2160p (4K Ultra HD),,,,,,"Sort, Tre",,,,,,,,,Bluetooth,,WebOS,,Ja,,,,Ja,,Ja,,,Ja,,,,,,,,,,Nei,LED (lysdiode),,,,,
121,NO,TV,"Sharp 70DN5EA 70"" 4K Ultra HD (3840x2160) LCD Smart TV",9381.00,NOK,3.0,Rangering 124,,(1),"Den billigste prisen for Sharp 70DN5EA 70"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 9 372 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=6010420,23/08/2022 09:11:21,Sharp,70 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,133.89 kr/tomme,"Sharp 70DN5EA 70"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160p (4K Ultra HD),,,,,,Sort,,,,,,,,,,SVT Play,Android,,Ja,,,,Ja,,,Dolby Vision,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
122,NO,TV,"Samsung QLED QE85Q70A 85"" 4K Ultra HD (3840x2160) Smart TV",24673.17,NOK,6.0,Rangering 128,,(1),"Den billigste prisen for Samsung QLED QE85Q70A 85"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 22 990 ,-.   Prisjakt sammenligner priser og tilbud fra 6 butikker. ",https://www.prisjakt.no/product.php?p=5734741,23/08/2022 09:11:23,Samsung,85 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,NO,TV,"Sony Bravia XR-83A90J 83"" 4K Ultra HD (3840x2160) OLED Google TV",59939.00,NOK,4.0,Rangering 122,3.8,(1 anmeldelse),"Den billigste prisen for Sony Bravia XR-83A90J 83"" 4K Ultra HD (3840x2160) OLED Google TV akkurat nå er 59 888 ,-.   Prisjakt sammenligner priser og tilbud fra 4 butikker. ",https://www.prisjakt.no/product.php?p=5742870,23/08/2022 09:11:26,Sony,83 Tommer,4K Ultra HD (3840x2160),OLED,Ja,Ja,2021,721.54 kr/tomme,"Sony Bravia XR-83A90J 83"" 4K Ultra HD (3840x2160) OLED Google TV",TV,Ja,Ja,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,4 stk,2.3,2.1,eARC,,0 stk,,Ja,Ja,,,3 stk,Nei,,Ja,,16:9,"24p, 60p, 50p, 120p",210 cm,83 Tommer,,120 Hz,OLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 2160p (4K Ultra HD)",,,"Dolby Digital 5.1, Dolby Atmos",,Flat,"Sort, Hvit, Titan",53 mm,1067 mm,,1880 mm,428 mm,1072 mm,43.5 kg,42 kg,"Bluetooth, Talestyring, Støtte for HomeKit, ALLM","YouTube, Spotify, Nettleser, Netflix, SVT Play",Android,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nei,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG","Google Cast/Chromecast, AirPlay 2",Ja,400x400mm,Flerkanal,,252 kWh,194 kWh,G,,194 W,0.5 W,Nei,,,,,,
124,NO,TV,"Philips 32PFS6855 32"" Full HD (1920x1080) LCD Smart TV",3427.80,NOK,5.0,Rangering 127,,(1),"Den billigste prisen for Philips 32PFS6855 32"" Full HD (1920x1080) LCD Smart TV akkurat nå er 2 620 ,-.   Prisjakt sammenligner priser og tilbud fra 5 butikker. ",https://www.prisjakt.no/product.php?p=5391482,23/08/2022 09:11:28,Philips,32 Tommer,Full HD (1920x1080),LCD,Ja,Ja,2020,81.88 kr/tomme,"Philips 32PFS6855 32"" Full HD (1920x1080) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,2 stk,,,,,,,Ja,,,,2 stk,,,Ja,Philips Perfect Motion Rate (PMR) 500,16:9,"24p, 30p, 60p, 50p",80 cm,32 Tommer,,50 Hz,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i",JPEG/JPG,"MP3, WMA, WAV (PCM), AAC",,"MPEG1, MPEG2, MPEG4, WMV, AVC/H.264, HD WMV9 (VC-1), AVI, Matroska (MKV), HEVC/H.265",Buet,Sølv,81.1 mm,520 mm,,731.8 mm,175.9 mm,452.8 mm,4.3 kg,4.2 kg,"Time-Shift, Støtte for HbbTV","YouTube, Nettleser, Netflix, SVT Play",Saphi,Ja,Ja,802.11n (Wi-Fi 4),,Ja,Ja,,Nei,"HDR10, HLG",,Ja,100x100mm,,,,,F,,30 W,0.3 W,,LED (lysdiode),Kantbelyst (Edge),,,,
125,NO,TV,"Philips 65OLED807 65"" 4K Ultra HD (3840x2160) OLED Smart TV",32376.50,NOK,2.0,Rangering 125,,(1),"Den billigste prisen for Philips 65OLED807 65"" 4K Ultra HD (3840x2160) OLED Smart TV akkurat nå er 29 990 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6477441,23/08/2022 09:11:29,Philips,65 Tommer,4K Ultra HD (3840x2160),OLED,Ja,Ja,2022,461.38 kr/tomme,"Philips 65OLED807 65"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,Nei,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,4 stk,2.3,2.1,"eARC, ARC",,,,Ja,Ja,2 stk,1 stk,3 stk,Nei,,,,16:9,"24p, 30p, 60p, 50p, 120p",164 cm,65 Tommer,,120 Hz,OLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)","JPEG/JPG, PNG, BMP, GIF",,"Dolby Digital Plus, DTS HD High Resolution Audio, Dolby Atmos","MPEG1, MPEG2, MPEG4, AVC/H.264, AVI, Matroska (MKV), HEVC/H.265, VP9, AV1",Flat,Sort,,,,,,,,,"Bluetooth, Talestyring, Omgivelseslys (Ambilight), Støtte for HbbTV, Synkroniseringsmetode, Variable Refresh Rate (VRR)","YouTube, Spotify, Nettleser, Netflix, Vimeo, Viaplay, SVT Play, TV4 Play, SF Anytime, HBO Nordic, Amazon Prime Video",Android,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG, HDR10+",Google Cast/Chromecast,Ja,,2.0 (Stereo),,,,,,,,Nei,,,,,,
126,NO,TV,"Sony Bravia XR-65A80J 65"" 4K Ultra HD (3840x2160) OLED Google TV",37169.00,NOK,1.0,Rangering 131,4.4,(5 anmeldelser),"Den billigste prisen for Sony Bravia XR-65A80J 65"" 4K Ultra HD (3840x2160) OLED Google TV akkurat nå er 37 169 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5753146,23/08/2022 09:11:31,Sony,65 Tommer,4K Ultra HD (3840x2160),OLED,Ja,Ja,2021,571.83 kr/tomme,"Sony Bravia XR-65A80J 65"" 4K Ultra HD (3840x2160) OLED Google TV",TV,Ja,Ja,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,4 stk,,2.1,,,,,Ja,Ja,,,3 stk,,,,,16:9,"24p, 30p, 60p, 50p, 120p",164 cm,65 Tommer,,,OLED,"480p, 2160p (4K Ultra HD)",JPEG/JPG,"MP3, WMA, Ogg Vorbis, FLAC, WAV (PCM), AAC",Dolby Atmos,"Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, AVI, Matroska (MKV), AVCHD, MOV, TS, HEVC/H.265",,"Sort, Sølv, Titan",53 mm,836 mm,,1448 mm,330 mm,859 mm,23.5 kg,17.8 kg,"Bluetooth, Talestyring, Synkroniseringsmetode, Støtte for HomeKit, ALLM, Variable Refresh Rate (VRR)","Nettleser, SVT Play",Google TV,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG",Miracast,Ja,300x300mm,,,146 kWh,,G,G,137 W,0.5 W,Nei,,,,,,
127,NO,TV,"Samsung The Terrace QE65LST7T 65"" 4K Ultra HD (3840x2160) LCD Smart TV",37849.86,NOK,7.0,Rangering 129,,(1),"Den billigste prisen for Samsung The Terrace QE65LST7T 65"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 24 990 ,-.   Prisjakt sammenligner priser og tilbud fra 7 butikker. ",https://www.prisjakt.no/product.php?p=5385414,23/08/2022 09:11:34,Samsung,65 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,384.46 kr/tomme,"Samsung The Terrace QE65LST7T 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nei,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,3 stk,,,,Nei,,,Ja,,,,1 stk,,,,,16:9,,163 cm,65 Tommer,,100 Hz,,2160p (4K Ultra HD),,,,,Flat,"Sort, Titan",59.8 mm,,,1466.3 mm,,,31.2 kg,38.9 kg,"Bluetooth, Talestyring, Støtter NFC",,Tizen OS,,Ja,,Nei,Ja,Ja,,Ja,HDR10,,Ja,,,,420 kWh,325 kWh,G,G,136 W,0.5 W,Nei,LED (lysdiode),,Quantum dot,,,
128,NO,TV,"Andersson LED6545UHDA 65"" 4K Ultra HD (3840x2160) LCD Smart TV",4990.00,NOK,1.0,Rangering 126,,(1),"Den billigste prisen for Andersson LED6545UHDA 65"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 4 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5627535,23/08/2022 09:11:36,Andersson,65 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,76.77 kr/tomme,"Andersson LED6545UHDA 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,Ja,3 stk,,,,,,,,,,,,,,,,,50p,,65 Tommer,,,,,,,,,,,,,,,,,,,,,Android,,,,,,,,,Dolby Vision,,,,,,,,,,,,,LED (lysdiode),,,,,
129,NO,TV,"Samsung QLED QE43QN90A 43"" 4K Ultra HD (3840x2160) Smart TV",12874.00,NOK,3.0,Rangering 130,,(1),"Den billigste prisen for Samsung QLED QE43QN90A 43"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 8 990 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=5935339,23/08/2022 09:11:38,Samsung,43 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,209.07 kr/tomme,"Samsung QLED QE43QN90A 43"" 4K Ultra HD (3840x2160) Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,16:9,"24p, 30p, 60p, 50p",108 cm,43 Tommer,,,Neo QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,Sort,,,,,,,,,,,,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),Bakbelyst (Back),"Quantum dot, Lokal dimming, Mini-LED",,,
130,NO,TV,"Philips 70PUS8546 70"" 4K Ultra HD (3840x2160) LCD Smart TV",12012.67,NOK,3.0,Rangering 136,,(1),"Den billigste prisen for Philips 70PUS8546 70"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 7 990 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=5793347,23/08/2022 09:11:41,Philips,70 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,,114.14 kr/tomme,"Philips 70PUS8546 70"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,3 stk,,,,,,,Ja,,,,2 stk,,,,,16:9,"24p, 30p, 60p, 50p",,70 Tommer,,,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,"MP3, WMA, WAV (PCM), AAC",Dolby Atmos,"MPEG1, MPEG2, MPEG4, AVI, Matroska (MKV), HEVC/H.265, AV1",,Grå,85.1 mm,876.3 mm,,1572.3 mm,360.6 mm,947.9 mm,28.4 kg,27.1 kg,"Bluetooth, Talestyring, Omgivelseslys (Ambilight), Variable Refresh Rate (VRR)","YouTube, Spotify, Netflix, SVT Play",Android,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,,Ja,,Ja,"Dolby Vision, HDR10",,Ja,300x300mm,,,,,,,,0.3 W,Nei,LED (lysdiode),,,,,
